iter,random_start,ad_start,actual_ad,in_db,detected_ad,input_confidence,result
2,607854,627854,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.09,True
0,324675,324675,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.17,True
1,324675,334675,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.1,True
2,324675,344675,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.12,True
0,505580,505580,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.09,True
1,505580,515580,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.1,True
2,505580,525580,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.13,True
0,19588,19588,subway-enc,False,subway-enc,0.1,True
1,19588,29588,subway-enc,False,subway-enc,0.12,True
2,19588,39588,subway-enc,False,subway-enc,0.11,True
0,394385,394385,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.13,True
1,394385,404385,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.1,True
2,394385,414385,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.12,True
0,609172,609172,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.12,True
1,609172,619172,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.16,False
2,609172,629172,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.14,False
0,829949,829949,saajna,True,The-Lights-Galaxia--While-She-Sleeps-enc,0.24,True
1,829949,839949,saajna,True,Be Extraordinary Everyday With Myntra-enc,0.07,True
2,829949,849949,saajna,True,Be Extraordinary Everyday With Myntra-enc,0.07,True
0,454223,454223,Manyavar-enc,False,Be Extraordinary Everyday With Myntra-enc,0.07,False
1,454223,464223,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,The-Lights-Galaxia--While-She-Sleeps-enc,0.34,False
2,454223,474223,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.09,True
0,460386,460386,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.06,True
1,460386,470386,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.08,True
2,460386,480386,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.09,True
0,165356,165356,juice_wrld,True,OnePlus 11R 5G Solar Red  Relive the Red Rush-enc,0.09,True
1,165356,175356,juice_wrld,True,The-Lights-Galaxia--While-She-Sleeps-enc,0.22,True
2,165356,185356,juice_wrld,True,Introducing iPhone 15  WOW  Apple-enc,0.11,True
0,126238,126238,juice_wrld,True,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.1,True
1,126238,136238,juice_wrld,True,Introducing iPhone 15  WOW  Apple-enc,0.13,True
2,126238,146238,juice_wrld,True,OnePlus 11R 5G Solar Red  Relive the Red Rush-enc,0.09,True
0,66026,66026,juice_wrld,True,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.06,True
1,66026,76026,juice_wrld,True,Be Extraordinary Everyday With Myntra-enc,0.07,True
2,66026,86026,juice_wrld,True,Urban Company  Salon at Home-enc,0.05,True
0,279345,279345,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.12,True
1,279345,289345,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.15,True
2,279345,299345,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,OnePlus 12 - Smooth Beyond Belief-enc,0.19,False
0,468394,468394,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.08,True
1,468394,478394,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.09,True
2,468394,488394,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.08,True
0,239088,239088,juice_wrld,True,Introducing iPhone 15  WOW  Apple-enc,0.11,True
1,239088,249088,juice_wrld,True,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.08,True
2,239088,259088,juice_wrld,True,verizon-enc,0.07,True
0,256051,256051,juice_wrld,True,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.07,True
1,256051,266051,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief-enc,0.13,True
2,256051,276051,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.11,True
0,489934,489934,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Furlenco presents the Home Sapiens-enc,0.1,False
1,489934,499934,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.1,True
2,489934,509934,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.1,True
0,78830,78830,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief-enc,0.17,True
1,78830,88830,juice_wrld,True,OnePlus 11R 5G Solar Red  Relive the Red Rush-enc,0.07,True
2,78830,98830,juice_wrld,True,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.1,True
0,768850,768850,saajna,True,Myntra x Kiara Advani (Flight)-enc,0.08,True
1,768850,778850,saajna,True,OnePlus 11R 5G Solar Red  Relive the Red Rush-enc,0.08,True
2,768850,788850,saajna,True,OnePlus 12 - Smooth Beyond Belief-enc,0.25,True
0,159019,159019,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief-enc,0.22,True
1,159019,169019,juice_wrld,True,Myntra x Kiara Advani (Flight)-enc,0.07,True
2,159019,179019,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief-enc,0.18,True
0,10725,10725,subway-enc,False,subway-enc,0.12,True
1,10725,20725,subway-enc,False,subway-enc,0.11,True
2,10725,30725,subway-enc,False,subway-enc,0.11,True
0,752104,752104,saajna,True,verizon-enc,0.14,True
1,752104,762104,saajna,True,Myntra x Kiara Advani (Flight)-enc,0.07,True
2,752104,772104,saajna,True,Introducing iPhone 15  WOW  Apple-enc,0.13,True
0,124079,124079,juice_wrld,True,Introducing iPhone 15  WOW  Apple-enc,0.13,True
1,124079,134079,juice_wrld,True,Be Extraordinary Everyday With Myntra-enc,0.07,True
2,124079,144079,juice_wrld,True,OnePlus 11R 5G Solar Red  Relive the Red Rush-enc,0.09,True
0,217169,217169,juice_wrld,True,Introducing iPhone 15  WOW  Apple-enc,0.12,True
1,217169,227169,juice_wrld,True,Introducing iPhone 15  WOW  Apple-enc,0.09,True
2,217169,237169,juice_wrld,True,Introducing iPhone 15  WOW  Apple-enc,0.09,True
0,69185,69185,juice_wrld,True,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.05,True
1,69185,79185,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief-enc,0.19,True
2,69185,89185,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief-enc,0.18,True
0,519283,519283,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.12,True
1,519283,529283,Furlenco presents the Home Sapiens-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.2,False
2,519283,539283,Introducing iPhone 15  WOW  Apple-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.28,True
0,391833,391833,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.13,True
1,391833,401833,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,OnePlus 12 - Smooth Beyond Belief-enc,0.25,False
2,391833,411833,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.11,True
0,467184,467184,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.07,True
1,467184,477184,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.09,True
2,467184,487184,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.08,True
0,180962,180962,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief-enc,0.19,True
1,180962,190962,juice_wrld,True,subway-enc,0.08,True
2,180962,200962,juice_wrld,True,OnePlus 11R 5G Solar Red  Relive the Red Rush-enc,0.08,True
0,84489,84489,juice_wrld,True,pizza_hut-enc,0.05,True
1,84489,94489,juice_wrld,True,Introducing iPhone 15  WOW  Apple-enc,0.11,True
2,84489,104489,juice_wrld,True,Introducing iPhone 15  WOW  Apple-enc,0.08,True
0,578183,578183,Introducing iPhone 15  WOW  Apple-enc,False,The-Lights-Galaxia--While-She-Sleeps-enc,0.31,False
1,578183,588183,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.12,True
2,578183,598183,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.11,True
0,335436,335436,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.11,True
1,335436,345436,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.14,True
2,335436,355436,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.13,True
0,289342,289342,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,OnePlus 12 - Smooth Beyond Belief-enc,0.21,False
1,289342,299342,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.16,True
2,289342,309342,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.16,True
0,127409,127409,juice_wrld,True,OnePlus 11R 5G Solar Red  Relive the Red Rush-enc,0.09,True
1,127409,137409,juice_wrld,True,Introducing iPhone 15  WOW  Apple-enc,0.12,True
2,127409,147409,juice_wrld,True,Be Extraordinary Everyday With Myntra-enc,0.09,True
0,424389,424389,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,OnePlus 12 - Smooth Beyond Belief-enc,0.23,False
1,424389,434389,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.08,True
2,424389,444389,Manyavar-enc,False,Manyavar-enc,0.05,True
0,563141,563141,Introducing iPhone 15  WOW  Apple-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.34,True
1,563141,573141,Introducing iPhone 15  WOW  Apple-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.22,True
2,563141,583141,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,The-Lights-Galaxia--While-She-Sleeps-enc,0.34,False
0,491103,491103,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Furlenco presents the Home Sapiens-enc,0.09,False
1,491103,501103,Furlenco presents the Home Sapiens-enc,False,verizon-enc,0.12,False
2,491103,511103,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.09,True
0,115195,115195,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief-enc,0.19,True
1,115195,125195,juice_wrld,True,Introducing iPhone 15  WOW  Apple-enc,0.12,True
2,115195,135195,juice_wrld,True,OnePlus 11R 5G Solar Red  Relive the Red Rush-enc,0.08,True
0,516948,516948,Furlenco presents the Home Sapiens-enc,False,OnePlus 12 - Smooth Beyond Belief-enc,0.23,False
1,516948,526948,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.12,True
2,516948,536948,Introducing iPhone 15  WOW  Apple-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.27,True
0,626098,626098,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.17,False
1,626098,636098,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.1,True
2,626098,646098,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.11,True
0,251314,251314,juice_wrld,True,subway-enc,0.07,True
1,251314,261314,juice_wrld,True,verizon-enc,0.07,True
2,251314,271314,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.09,True
0,248464,248464,juice_wrld,True,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.06,True
1,248464,258464,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief-enc,0.11,True
2,248464,268464,juice_wrld,True,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.04,True
0,229337,229337,juice_wrld,True,Be Extraordinary Everyday With Myntra-enc,0.07,True
1,229337,239337,juice_wrld,True,OnePlus 11R 5G Solar Red  Relive the Red Rush-enc,0.07,True
2,229337,249337,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief-enc,0.16,True
0,373500,373500,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,OnePlus 12 - Smooth Beyond Belief-enc,0.21,False
1,373500,383500,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.12,True
2,373500,393500,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.13,True
0,615130,615130,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,OnePlus 12 - Smooth Beyond Belief-enc,0.28,False
1,615130,625130,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.09,True
2,615130,635130,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.1,True
0,347959,347959,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.13,True
1,347959,357959,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.13,True
2,347959,367959,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.12,True
0,169819,169819,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief-enc,0.19,True
1,169819,179819,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief-enc,0.19,True
2,169819,189819,juice_wrld,True,Be Extraordinary Everyday With Myntra-enc,0.08,True
0,830577,830577,saajna,True,pizza_hut-enc,0.05,True
1,830577,840577,saajna,True,Furlenco presents the Home Sapiens-enc,0.07,True
2,830577,850577,saajna,True,Be Extraordinary Everyday With Myntra-enc,0.08,True
0,865236,865236,Myntra x Kiara Advani (Flight)-enc,False,Be Extraordinary Everyday With Myntra-enc,0.12,False
1,865236,875236,Myntra x Kiara Advani (Flight)-enc,False,Be Extraordinary Everyday With Myntra-enc,0.1,False
2,865236,885236,Myntra x Kiara Advani (Flight)-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.1,False
0,341204,341204,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.12,True
1,341204,351204,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.13,True
2,341204,361204,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.13,True
0,580925,580925,Introducing iPhone 15  WOW  Apple-enc,False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.1,False
1,580925,590925,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,The-Lights-Galaxia--While-She-Sleeps-enc,0.25,False
2,580925,600925,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.11,True
0,104612,104612,juice_wrld,True,OnePlus 11R 5G Solar Red  Relive the Red Rush-enc,0.06,True
1,104612,114612,juice_wrld,True,verizon-enc,0.1,True
2,104612,124612,juice_wrld,True,OnePlus 11R 5G Solar Red  Relive the Red Rush-enc,0.08,True
0,783194,783194,saajna,True,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.08,True
1,783194,793194,saajna,True,Be Extraordinary Everyday With Myntra-enc,0.1,True
2,783194,803194,saajna,True,OnePlus 12 - Smooth Beyond Belief-enc,0.2,True
0,709493,709493,saajna,True,Introducing iPhone 15  WOW  Apple-enc,0.1,True
1,709493,719493,saajna,True,Introducing iPhone 15  WOW  Apple-enc,0.15,True
2,709493,729493,saajna,True,OnePlus 11R 5G Solar Red  Relive the Red Rush-enc,0.09,True
0,428492,428492,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.12,False
1,428492,438492,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.08,True
2,428492,448492,Manyavar-enc,False,OnePlus 12 - Smooth Beyond Belief-enc,0.2,False
0,395958,395958,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.13,False
1,395958,405958,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.1,True
2,395958,415958,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.1,True
0,27485,27485,subway-enc,False,subway-enc,0.12,True
1,27485,37485,subway-enc,False,subway-enc,0.1,True
2,27485,47485,Play it different  ft. Ravi Shastri  CRED-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.1,False
0,792553,792553,saajna,True,Introducing iPhone 15  WOW  Apple-enc,0.16,True
1,792553,802553,saajna,True,Play it different  CRED-enc,0.08,True
2,792553,812553,saajna,True,OnePlus 12 - Smooth Beyond Belief-enc,0.22,True
0,362610,362610,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.13,True
1,362610,372610,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.11,True
2,362610,382610,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.11,True
0,859256,859256,Myntra x Kiara Advani (Flight)-enc,False,Be Extraordinary Everyday With Myntra-enc,0.12,False
1,859256,869256,Myntra x Kiara Advani (Flight)-enc,False,Myntra x Kiara Advani (Flight)-enc,0.1,True
2,859256,879256,Myntra x Kiara Advani (Flight)-enc,False,Be Extraordinary Everyday With Myntra-enc,0.08,False
0,16828,16828,subway-enc,False,subway-enc,0.11,True
1,16828,26828,subway-enc,False,subway-enc,0.11,True
2,16828,36828,subway-enc,False,subway-enc,0.09,True
0,58991,58991,Play it different  ft. Ravi Shastri  CRED-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.11,False
1,58991,68991,juice_wrld,True,OnePlus 11R 5G Solar Red  Relive the Red Rush-enc,0.06,True
2,58991,78991,juice_wrld,True,verizon-enc,0.1,True
0,724554,724554,saajna,True,Introducing iPhone 15  WOW  Apple-enc,0.14,True
1,724554,734554,saajna,True,verizon-enc,0.13,True
2,724554,744554,saajna,True,OnePlus 12 - Smooth Beyond Belief-enc,0.19,True
0,679532,679532,saajna,True,OnePlus 12 - Smooth Beyond Belief-enc,0.19,True
1,679532,689532,saajna,True,verizon-enc,0.08,True
2,679532,699532,saajna,True,verizon-enc,0.09,True
0,666037,666037,Great for the good  ft. Rahul Dravid  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.07,False
1,666037,676037,saajna,True,OnePlus 11R 5G Solar Red  Relive the Red Rush-enc,0.07,True
2,666037,686037,saajna,True,Introducing iPhone 15  WOW  Apple-enc,0.07,True
0,368331,368331,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.12,True
1,368331,378331,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.11,True
