iter,random_start,ad_start,actual_ad,in_db,detected_ad,input_confidence,result
1,212757,217757,juice_wrld,True,subway-enc,0.02,True
2,212757,222757,juice_wrld,True,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.04,True
3,212757,227757,juice_wrld,True,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.02,True
4,212757,232757,juice_wrld,True,Manyavar-enc,0.01,True
5,212757,237757,juice_wrld,True,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.01,True
0,538105,538105,Furlenco presents the Home Sapiens-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.25,False
1,538105,543105,Introducing iPhone 15  WOW  Apple-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.13,True
2,538105,548105,Introducing iPhone 15  WOW  Apple-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.32,True
3,538105,553105,Introducing iPhone 15  WOW  Apple-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.39,True
4,538105,558105,Introducing iPhone 15  WOW  Apple-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.21,True
5,538105,563105,Introducing iPhone 15  WOW  Apple-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.16,True
0,411498,411498,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.09,True
1,411498,416498,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.05,True
2,411498,421498,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,OnePlus 12 - Smooth Beyond Belief-enc,0.07,False
3,411498,426498,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.07,True
4,411498,431498,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.03,True
5,411498,436498,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.05,True
0,521466,521466,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.06,True
1,521466,526466,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.07,True
2,521466,531466,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.05,True
3,521466,536466,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.08,True
4,521466,541466,Introducing iPhone 15  WOW  Apple-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.1,True
5,521466,546466,Introducing iPhone 15  WOW  Apple-enc,False,OnePlus 12 - Smooth Beyond Belief-enc,0.05,False
0,752844,752844,saajna,True,OnePlus 12 - Smooth Beyond Belief-enc,0.06,True
1,752844,757844,saajna,True,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.03,True
2,752844,762844,saajna,True,OnePlus 11R 5G Solar Red  Relive the Red Rush-enc,0.01,True
3,752844,767844,saajna,True,Furlenco presents the Home Sapiens-enc,0.03,True
4,752844,772844,saajna,True,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.02,True
5,752844,777844,saajna,True,Play it different  ft. Ravi Shastri  CRED-enc,0.01,True
0,607028,607028,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.05,True
1,607028,612028,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.06,True
2,607028,617028,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.08,True
3,607028,622028,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.05,True
4,607028,627028,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.06,True
5,607028,632028,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.03,True
0,427008,427008,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.06,True
1,427008,432008,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.03,True
2,427008,437008,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.05,True
3,427008,442008,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.07,True
4,427008,447008,Manyavar-enc,False,Manyavar-enc,0.02,True
5,427008,452008,Manyavar-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.05,False
0,510939,510939,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.03,True
1,510939,515939,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.03,True
2,510939,520939,Furlenco presents the Home Sapiens-enc,False,The-Lights-Galaxia--While-She-Sleeps-enc,0.04,False
3,510939,525939,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.09,True
4,510939,530939,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.03,True
5,510939,535939,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.08,True
0,699721,699721,saajna,True,Be Extraordinary Everyday With Myntra-enc,0.02,True
1,699721,704721,saajna,True,Play it different  CRED-enc,0.03,True
2,699721,709721,saajna,True,verizon-enc,0.02,True
3,699721,714721,saajna,True,OnePlus 12 - Smooth Beyond Belief-enc,0.05,True
4,699721,719721,saajna,True,Play it different  CRED-enc,0.02,True
5,699721,724721,saajna,True,Play it different  ft. Ravi Shastri  CRED-enc,0.01,True
0,478786,478786,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.05,True
1,478786,483786,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.04,True
2,478786,488786,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.06,True
3,478786,493786,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.07,True
4,478786,498786,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.06,True
5,478786,503786,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.04,True
0,317853,317853,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.06,True
1,317853,322853,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.06,True
2,317853,327853,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.08,True
3,317853,332853,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.07,True
4,317853,337853,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.05,True
5,317853,342853,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.03,True
0,125350,125350,juice_wrld,True,Be Extraordinary Everyday With Myntra-enc,0.01,True
1,125350,130350,juice_wrld,True,Be Extraordinary Everyday With Myntra-enc,0.02,True
2,125350,135350,juice_wrld,True,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.03,True
3,125350,140350,juice_wrld,True,subway-enc,0.02,True
4,125350,145350,juice_wrld,True,The-Lights-Galaxia--While-She-Sleeps-enc,0.03,True
5,125350,150350,juice_wrld,True,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.02,True
0,836939,836939,saajna,True,OnePlus 11R 5G Solar Red  Relive the Red Rush-enc,0.02,True
1,836939,841939,saajna,True,Spotify  Sabzi Mandi Sync-enc,0.02,True
2,836939,846939,saajna,True,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.02,True
3,836939,851939,saajna,True,The-Lights-Galaxia--While-She-Sleeps-enc,0.36,True
4,836939,856939,Myntra x Kiara Advani (Flight)-enc,False,Be Extraordinary Everyday With Myntra-enc,0.03,False
5,836939,861939,Myntra x Kiara Advani (Flight)-enc,False,Be Extraordinary Everyday With Myntra-enc,0.03,False
0,562085,562085,Introducing iPhone 15  WOW  Apple-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.04,True
1,562085,567085,Introducing iPhone 15  WOW  Apple-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.37,True
2,562085,572085,Introducing iPhone 15  WOW  Apple-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.25,True
3,562085,577085,Introducing iPhone 15  WOW  Apple-enc,False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.02,False
4,562085,582085,Introducing iPhone 15  WOW  Apple-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.01,False
5,562085,587085,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.09,True
0,810825,810825,saajna,True,Introducing iPhone 15  WOW  Apple-enc,0.01,True
1,810825,815825,saajna,True,Urban Company  Salon at Home-enc,0.02,True
2,810825,820825,saajna,True,Amazon.in - Aaj kya Khareeda_  Personal Care-enc,0.02,True
3,810825,825825,saajna,True,subway-enc,0.02,True
4,810825,830825,saajna,True,Play it different  CRED-enc,0.02,True
5,810825,835825,saajna,True,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.02,True
0,290482,290482,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.16,True
1,290482,295482,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.04,True
2,290482,300482,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.12,True
3,290482,305482,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.1,True
4,290482,310482,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.05,True
5,290482,315482,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.08,True
0,450798,450798,Manyavar-enc,False,Manyavar-enc,0.07,True
1,450798,455798,Manyavar-enc,False,Manyavar-enc,0.06,True
2,450798,460798,Manyavar-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.03,False
3,450798,465798,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,The-Lights-Galaxia--While-She-Sleeps-enc,0.2,False
4,450798,470798,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.02,False
5,450798,475798,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.12,True
0,665549,665549,Great for the good  ft. Rahul Dravid  CRED-enc,False,Great for the good  ft. Rahul Dravid  CRED-enc,0.04,True
1,665549,670549,Great for the good  ft. Rahul Dravid  CRED-enc,False,Great for the good  ft. Rahul Dravid  CRED-enc,0.04,True
2,665549,675549,Great for the good  ft. Rahul Dravid  CRED-enc,False,Great for the good  ft. Rahul Dravid  CRED-enc,0.05,True
3,665549,680549,saajna,True,verizon-enc,0.02,True
4,665549,685549,saajna,True,Play it different  CRED-enc,0.02,True
5,665549,690549,saajna,True,Eat what makes you happy  Dum Dum Fire Fire  Zomato-enc,0.01,True
0,272517,272517,juice_wrld,True,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.01,True
1,272517,277517,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,OnePlus 12 - Smooth Beyond Belief-enc,0.05,False
2,272517,282517,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,OnePlus 12 - Smooth Beyond Belief-enc,0.04,False
3,272517,287517,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.08,True
4,272517,292517,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.1,True
5,272517,297517,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.09,True
0,318803,318803,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.09,True
1,318803,323803,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.07,True
2,318803,328803,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.06,True
3,318803,333803,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,0.15,True
4,318803,338803,Gujarat Tourism Advertisement Ft. Amitabh Bachan  Ahmedabad Tourism-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.02,False
5,318803,343803,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.04,True
0,178192,178192,juice_wrld,True,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.02,True
1,178192,183192,juice_wrld,True,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.01,True
2,178192,188192,juice_wrld,True,Play it different  CRED-enc,0.02,True
3,178192,193192,juice_wrld,True,You can quickly pay with no PIN with UPI lite on PhonePe-enc,0.01,True
4,178192,198192,juice_wrld,True,subway-enc,0.02,True
5,178192,203192,juice_wrld,True,The-Lights-Galaxia--While-She-Sleeps-enc,0.12,True
0,377614,377614,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.05,True
1,377614,382614,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.06,True
2,377614,387614,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.05,True
3,377614,392614,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.03,True
4,377614,397614,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.07,True
5,377614,402614,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.03,True
0,720525,720525,saajna,True,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.03,True
1,720525,725525,saajna,True,Play it different  ft. Ravi Shastri  CRED-enc,0.01,True
2,720525,730525,saajna,True,Play it different  ft. Ravi Shastri  CRED-enc,0.01,True
3,720525,735525,saajna,True,verizon-enc,0.03,True
4,720525,740525,saajna,True,No geometry box_ No problem for #SuperPapa!-enc,0.02,True
5,720525,745525,saajna,True,Play it different  CRED-enc,0.04,True
0,344916,344916,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.04,True
1,344916,349916,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.03,True
2,344916,354916,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.03,True
3,344916,359916,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.03,True
4,344916,364916,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.04,True
5,344916,369916,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,False,Ad for Cult fit fitness #advertising #ranveersingh #gym #fitness #motivation-enc,0.04,True
0,648905,648905,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.08,True
1,648905,653905,Great for the Good  ft. Neeraj Chopra  CRED-enc,False,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.06,True
2,648905,658905,Great for the good  ft. Rahul Dravid  CRED-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.05,False
3,648905,663905,Great for the good  ft. Rahul Dravid  CRED-enc,False,Great for the good  ft. Rahul Dravid  CRED-enc,0.03,True
4,648905,668905,Great for the good  ft. Rahul Dravid  CRED-enc,False,Great for the good  ft. Rahul Dravid  CRED-enc,0.05,True
5,648905,673905,Great for the good  ft. Rahul Dravid  CRED-enc,False,Great for the good  ft. Rahul Dravid  CRED-enc,0.02,True
0,198712,198712,juice_wrld,True,Play it different  ft. Ravi Shastri  CRED-enc,0.01,True
1,198712,203712,juice_wrld,True,Furlenco presents the Home Sapiens-enc,0.01,True
2,198712,208712,juice_wrld,True,verizon-enc,0.03,True
3,198712,213712,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief-enc,0.04,True
4,198712,218712,juice_wrld,True,subway-enc,0.03,True
5,198712,223712,juice_wrld,True,OnePlus 11R 5G Solar Red  Relive the Red Rush-enc,0.02,True
0,589978,589978,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.12,True
1,589978,594978,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.08,True
2,589978,599978,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.07,True
3,589978,604978,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.05,True
4,589978,609978,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.03,True
5,589978,614978,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,Great for the Good  ft. Neeraj Chopra  CRED-enc,0.03,False
0,235260,235260,juice_wrld,True,OnePlus 12 - Smooth Beyond Belief-enc,0.04,True
1,235260,240260,juice_wrld,True,Save Your Team From Endless Writing Tasks  Grammarly for Business-enc,0.01,True
2,235260,245260,juice_wrld,True,verizon-enc,0.03,True
3,235260,250260,juice_wrld,True,The-Lights-Galaxia--While-She-Sleeps-enc,0.03,True
4,235260,255260,juice_wrld,True,Be Extraordinary Everyday With Myntra-enc,0.01,True
5,235260,260260,juice_wrld,True,Spotify  Sabzi Mandi Sync-enc,0.01,True
0,517098,517098,Furlenco presents the Home Sapiens-enc,False,Eat what makes you happy  Dum Dum Fire Fire  Zomato-enc,0.01,False
1,517098,522098,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.07,True
2,517098,527098,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.11,True
3,517098,532098,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.07,True
4,517098,537098,Furlenco presents the Home Sapiens-enc,False,Furlenco presents the Home Sapiens-enc,0.07,True
5,517098,542098,Introducing iPhone 15  WOW  Apple-enc,False,Introducing iPhone 15  WOW  Apple-enc,0.08,True
0,582167,582167,Introducing iPhone 15  WOW  Apple-enc,False,pizza_hut-enc,0.01,False
1,582167,587167,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.06,True
2,582167,592167,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,Be Extraordinary Everyday With Myntra-enc,0.01,False
3,582167,597167,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.03,True
4,582167,602167,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,Furlenco presents the Home Sapiens-enc,0.03,False
5,582167,607167,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",False,"Bingo! Original Style  Taste so original, duplicate impossible!  Hindi  30 sec-enc",0.06,True
0,456924,456924,Manyavar-enc,False,Manyavar-enc,0.03,True
1,456924,461924,Manyavar-enc,False,Manyavar-enc,0.05,True
2,456924,466924,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.05,True
3,456924,471924,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.03,True
4,456924,476924,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.07,True
5,456924,481924,Farmlite Millet Cookies to make you go Ohohoho!-enc,False,Farmlite Millet Cookies to make you go Ohohoho!-enc,0.08,True
0,422384,422384,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.05,True
1,422384,427384,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.06,True
2,422384,432384,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,False,Glasses That Are Perfect For a Corporate Look  Glasses Badlo Vibe Badlo ft. Kiara & Karan-enc,0.04,True
